#QTLName	Parent_1	Parent_2	TraitName	Journal	Year	Volume	Page	Title
Peanut root-knot nematode 1-4	PI200538	CNS	Reaction to Meloidogyne arenaria	Theoretical and Applied Genetics	1997	95	664-670	DNA marker analysis of loci conferring resistance to peanut root-knot nematode in soybean
Peanut root-knot nematode 1-4	PI200538	CNS	Reaction to Meloidogyne arenaria	Crop Science	1997	37	1903-1909	RFLP mapping of resistance to southern root-knot nematode in soybean
Peanut root-knot nematode 1-5	PI200538	CNS	Reaction to Meloidogyne arenaria	Theoretical and Applied Genetics	1997	95	664-670	DNA marker analysis of loci conferring resistance to peanut root-knot nematode in soybean
Peanut root-knot nematode 1-5	PI200538	CNS	Reaction to Meloidogyne arenaria	Crop Science	1997	37	1903-1909	RFLP mapping of resistance to southern root-knot nematode in soybean
Peanut root-knot nematode 2-1	PI200538	CNS	Reaction to Meloidogyne arenaria	Theoretical and Applied Genetics	1997	95	664-670	DNA marker analysis of loci conferring resistance to peanut root-knot nematode in soybean
Peanut root-knot nematode 2-1	PI200538	CNS	Reaction to Meloidogyne arenaria	Crop Science	1997	37	1903-1909	RFLP mapping of resistance to southern root-knot nematode in soybean
Peanut root-knot nematode 2-2	PI200538	CNS	Reaction to Meloidogyne arenaria	Theoretical and Applied Genetics	1997	95	664-670	DNA marker analysis of loci conferring resistance to peanut root-knot nematode in soybean
Peanut root-knot nematode 2-2	PI200538	CNS	Reaction to Meloidogyne arenaria	Crop Science	1997	37	1903-1909	RFLP mapping of resistance to southern root-knot nematode in soybean
Petiole color, UV-B induced 1-1	Keunolkong	Iksan 10	Petiole color	Euphytica				Detection of quantitative trait loci controlling UV-B resistance in soybean
Petiole color, UV-B induced 1-2	Keunolkong	Iksan 10	Petiole color	Euphytica				Detection of quantitative trait loci controlling UV-B resistance in soybean
Petiole color, UV-B induced 1-3	Keunolkong	Iksan 10	Petiole color	Euphytica				Detection of quantitative trait loci controlling UV-B resistance in soybean
Petiole color, UV-B induced 1-4	Keunolkong	Iksan 10	Petiole color	Euphytica				Detection of quantitative trait loci controlling UV-B resistance in soybean
Petiole color, UV-B induced 1-5	Keunolkong	Iksan 10	Petiole color	Euphytica				Detection of quantitative trait loci controlling UV-B resistance in soybean
Petiole color, UV-B induced 1-6	Keunolkong	Iksan 10	Petiole color	Euphytica				Detection of quantitative trait loci controlling UV-B resistance in soybean
Petiole color, UV-B induced 1-7	Keunolkong	Iksan 10	Petiole color	Euphytica				Detection of quantitative trait loci controlling UV-B resistance in soybean
Petiole color, UV-B induced 1-8	Keunolkong	Iksan 10	Petiole color	Euphytica				Detection of quantitative trait loci controlling UV-B resistance in soybean
Petiole color, UV-B induced 1-9	Keunolkong	Iksan 10	Petiole color	Euphytica				Detection of quantitative trait loci controlling UV-B resistance in soybean
pH sensitivity 1-1	JWS156-1	Jackson	Reaction to Alkalinity					Identification of a major QTL allele from wild soybean (Glycine soja Sieb. & Zucc.) for increasing alkaline salt tolerance in soybean
pH sensitivity 1-2	JWS156-1	Jackson	Reaction to Alkalinity					Identification of a major QTL allele from wild soybean (Glycine soja Sieb. & Zucc.) for increasing alkaline salt tolerance in soybean
pH sensitivity 1-3	JWS156-1	Jackson	Reaction to Alkalinity					Identification of a major QTL allele from wild soybean (Glycine soja Sieb. & Zucc.) for increasing alkaline salt tolerance in soybean
pH sensitivity 1-4	JWS156-1	Jackson	Reaction to Alkalinity					Identification of a major QTL allele from wild soybean (Glycine soja Sieb. & Zucc.) for increasing alkaline salt tolerance in soybean
Phomopsis seed decay 1-1	PI417479	AP350	Reaction to Diaporthe phaseolorum var sojae Infection	Crop Science	1999	39	800-805	An RFLP marker associated with resistance to phomopsis seed decay in soybean PI 417479
Phomopsis seed decay 2-1	PI417479	Williams82	Reaction to Diaporthe phaseolorum var sojae Infection	Crop Science	1999	39	800-805	An RFLP marker associated with resistance to phomopsis seed decay in soybean PI 417479
Phomopsis seed decay 3-1	Taekwangkong	SS2-2	Reaction to Diaporthe longicolla Infection					QTLs for resistance to Phomopsis seed decay are associated with days to maturity in soybean (Glycine max)
Phomopsis seed decay 3-2	Taekwangkong	SS2-2	Reaction to Diaporthe longicolla Infection					QTLs for resistance to Phomopsis seed decay are associated with days to maturity in soybean (Glycine max)
Phomopsis seed decay 4-1	Taekwangkong	SS2-2	Reaction to Diaporthe longicolla Infection	Theoretical and Applied Genetics				QTLs for resistance to Phomopsis seed decay are associated with days to maturity in soybean (Glycine max).
Phomopsis seed decay 4-2	Taekwangkong	SS2-2	Reaction to Diaporthe longicolla Infection	Theoretical and Applied Genetics				QTLs for resistance to Phomopsis seed decay are associated with days to maturity in soybean (Glycine max).
Photoperiod insensitivity 1-1	PI317336	Corsoy	Photoperiod sensitivity	Molecular Breeding	2001	8	25-35	Mapping genetic loci for flowering time, maturity, and photoperiod insensitivity in soybean
Photoperiod insensitivity 2-1	PI317334B	Corsoy	Photoperiod sensitivity	Molecular Breeding	2001	8	25-35	Mapping genetic loci for flowering time, maturity, and photoperiod insensitivity in soybean
Photoperiod insensitivity 2-2	PI317334B	Corsoy	Photoperiod sensitivity	Molecular Breeding	2001	8	25-35	Mapping genetic loci for flowering time, maturity, and photoperiod insensitivity in soybean
Photoperiod insensitivity 3-1	Sakamotowase	Harosoy-e3	Photoperiod sensitivity					QTL Mapping for Photoperiod Insensitivity of a Japanese Soybean Landrace Sakamotowase
Photoperiod insensitivity 3-2	Sakamotowase	Harosoy-e3	Photoperiod sensitivity					QTL Mapping for Photoperiod Insensitivity of a Japanese Soybean Landrace Sakamotowase
Photoperiod insensitivity 4-1	No. 9-I	Harosoy-e3	Photoperiod sensitivity					QTL Mapping for Photoperiod Insensitivity of a Japanese Soybean Landrace Sakamotowase
Photoperiod insensitivity 5-1	Jinpumkong	SS2-2	Photoperiod sensitivity					QTL identification of flowering time at three different latitudes reveals homeologous genomic regions that control flowering in soybean
Photoperiod insensitivity 5-2	Jinpumkong	SS2-2	Photoperiod sensitivity					QTL identification of flowering time at three different latitudes reveals homeologous genomic regions that control flowering in soybean
Photoperiod insensitivity 5-3	Jinpumkong	SS2-2	Photoperiod sensitivity					QTL identification of flowering time at three different latitudes reveals homeologous genomic regions that control flowering in soybean
Photoperiod insensitivity 5-4	Jinpumkong	SS2-2	Photoperiod sensitivity					QTL identification of flowering time at three different latitudes reveals homeologous genomic regions that control flowering in soybean
Phytoph 1-1	Conrad	Harosoy	Reaction to Phytophthora sojae infection					Quantitative traitl oci for partial resistance to Phytophthora sojae in soybean
Phytoph 1-2	Conrad	Harosoy	Reaction to Phytophthora sojae infection					Quantitative traitl oci for partial resistance to Phytophthora sojae in soybean
Phytoph 10-1	Conrad	OX760-6-1	Reaction to Phytophthora sojae infection					Mapping QTL tolerance to Phytophthora root rot in soybean using microsatellite and RAPD/SCAR derived markers
Phytoph 10-2	Conrad	OX760-6-1	Reaction to Phytophthora sojae infection					Mapping QTL tolerance to Phytophthora root rot in soybean using microsatellite and RAPD/SCAR derived markers
Phytoph 10-3	Conrad	OX760-6-1	Reaction to Phytophthora sojae infection					Mapping QTL tolerance to Phytophthora root rot in soybean using microsatellite and RAPD/SCAR derived markers
Phytoph 11-1	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-10	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-11	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-12	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-13	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-14	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-15	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-16	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-17	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-18	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-19	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-2	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-20	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-21	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-22	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-3	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-4	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-5	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-6	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-7	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-8	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 11-9	Conrad	Sloan	Reaction to Phytophthora sojae infection					Comparison of Phenotypic Methods and Yield Contributions of Quantitative Trait Loci for Partial Resistance to Phyophthora sojae in Soybean
Phytoph 12-1	S99-2281	PI 408105A	Reaction to Phytophthora sojae infection					Mapping of quantitative trait loci associated with resistance to Phytophthora sojae and flooding tolerance in soybean
Phytoph 12-2	S99-2281	PI 408105A	Reaction to Phytophthora sojae infection					Mapping of quantitative trait loci associated with resistance to Phytophthora sojae and flooding tolerance in soybean
Phytoph 13-1	Conrad	Sloan	Reaction to Phytophthora sojae infection					Dissection of two soybean QTL conferring partial resistance to Phytophthora sojae through sequence and gene expression analysis
Phytoph 13-2	Conrad	Sloan	Reaction to Phytophthora sojae infection					Dissection of two soybean QTL conferring partial resistance to Phytophthora sojae through sequence and gene expression analysis
